sequence: PS, l=628.3185
idx  kind          name                    l          dl       spos       upos    uds
046  sbend         PR.BHT05.D              2.206       0      29.210     30.313   1.103
047  multipole     PR.MP05.D               0.000       0      31.416     31.416   0.000
048  rfcavity      PA.C200.06.A            0.120       0      31.901     31.961   0.060
049  rfcavity      PA.C200.06.B            0.120       0      32.275     32.335   0.060
050  rfcavity      PA.C200.06.C            0.120       0      32.649     32.709   0.060
051  rfcavity      PA.C200.06.D            0.120       0      33.023     33.083   0.060
052  rfcavity      PA.C200.06.E            0.120       0      33.397     33.457   0.060
053  rfcavity      PA.C200.06.F            0.120       0      33.771     33.831   0.060
054  quadrupole    PR.QDW06                0.120       0      34.243     34.303   0.060
055  multipole     PR.MP06.D               0.000       0      34.416     34.416   0.000
056  sbend         PR.BHR06.D              2.206       0      34.416     35.519   1.103
057  multipole     PR.MP06.J               0.000       0      36.622     36.622   0.000
058  hkicker       PR.DHZ07.A              0.000       0      36.622     36.622   0.000
059  sbend         PR.BHR06.F              2.198       0      36.622     37.720   1.099
060  multipole     PR.MP06.F               0.000       0      38.819     38.819   0.000
061  monitor       PR.BPM07                0.000       0      38.913     38.913   0.000
062  sextupole     PR.XSE07                0.660       0      39.105     39.435   0.330
063  quadrupole    PR.QTRTB07              0.250       0      39.809     39.934   0.125
064  quadrupole    PR.QSK07                0.120       0      40.245     40.305   0.060
065  multipole     PR.MP07.F               0.000       0      40.419     40.419   0.000
066  sbend         PR.BHS07.F              2.198       0      40.419     41.518   1.099
067  multipole     PR.MP07.J               0.000       0      42.617     42.617   0.000
068  hkicker       PR.DHZ07.B              0.000       0      42.617     42.617   0.000
069  sbend         PR.BHS07.D              2.206       0      42.617     43.719   1.103
070  multipole     PR.MP07.D               0.000       0      44.822     44.822   0.000
071  rfcavity      PA.C80.08               1.050       0      45.072     45.597   0.525
072  quadrupole    PR.QSK08                0.120       0      46.249     46.309   0.060
073  vkicker       PR.DVT08                0.000       0      46.369     46.369   0.000
074  multipole     PR.MP08.D               0.000       0      46.422     46.422   0.000
075  sbend         PR.BHR08.D              2.206       0      46.422     47.525   1.103
076  multipole     PR.MP08.J               0.000       0      48.628     48.628   0.000
077  hkicker       PR.DHZ09.A              0.000       0      48.628     48.628   0.000
078  sbend         PR.BHR08.F              2.198       0      48.628     49.727   1.099
079  multipole     PR.MP08.F               0.000       0      50.825     50.825   0.000
080  hkicker       PE.BFA09.P              0.540       0      51.135     51.405   0.270
081  quadrupole    PR.QFN09                0.120       0      52.252     52.312   0.060
082  multipole     PR.MP09.F               0.000       0      52.425     52.425   0.000
083  sbend         PR.BHT09.F              2.198       0      52.425     53.524   1.099
084  multipole     PR.MP09.J               0.000       0      54.623     54.623   0.000
085  hkicker       PR.DHZ09.B              0.000       0      54.623     54.623   0.000
086  sbend         PR.BHT09.D              2.206       0      54.623     55.726   1.103
087  multipole     PR.MP09.D               0.000       0      56.829     56.829   0.000
088  monitor       PR.BPM10                0.000       0      56.922     56.922   0.000
089  sextupole     PR.XSK10                0.150       0      57.534     57.609   0.075
090  marker        PR.VVS10                0.000       0      58.079     58.079   0.000
091  quadrupole    PR.QDN10                0.120       0      58.255     58.315   0.060
092  multipole     PR.MP10.D               0.000       0      58.429     58.429   0.000
093  sbend         PR.BHR10.D              2.206       0      58.429     59.531   1.103
094  multipole     PR.MP10.J               0.000       0      60.634     60.634   0.000
095  hkicker       PR.DHZ11.A              0.000       0      60.634     60.634   0.000
096  sbend         PR.BHR10.F              2.198       0      60.634     61.733   1.099
097  multipole     PR.MP10.F               0.000       0      62.832     62.832   0.000
098  rfcavity      PA.C10.11               2.450       0      63.082     64.307   1.225
099  multipole     PR.MP11.F               0.000       0      65.832     65.832   0.000
100  sbend         PR.BHS11.F              2.198       0      65.832     66.931   1.099
101  multipole     PR.MP11.J               0.000       0      68.029     68.029   0.000
102  hkicker       PR.DHZ11.B              0.000       0      68.029     68.029   0.000
103  sbend         PR.BHS11.D              2.206       0      68.029     69.132   1.103
104  multipole     PR.MP11.D               0.000       0      70.235     70.235   0.000
105  monitor       PR.BQS12                0.000       0      70.328     70.328   0.000
106  marker        PR.RAL12                0.000       0      70.543     70.543   0.000
107  hkicker       PE.BSW12                0.230       0      70.819     70.934   0.115
108  vkicker       PR.DVT12                0.120       0      71.130     71.190   0.060
109  multipole     PR.MP12.D               0.000       0      71.835     71.835   0.000
110  sbend         PR.BHR12.D              2.206       0      71.835     72.938   1.103
111  multipole     PR.MP12.J               0.000       0      74.041     74.041   0.000
112  hkicker       PR.DHZ13.A              0.000       0      74.041     74.041   0.000
